title,name,star,date,comment
もっと安いの見つけてしまった。。,が,3.0,2016年5月6日,近くで商店街で一本58円のものを見つけてしまいましたので、定期購入は検討中です。
毎日元気かな？,/,3.0,2016年11月10日,体調を維持する為に、野菜不足を補うためヨーグルトと共に毎日飲むようにしています
毎日飲んでます。,フジコ,5.0,2015年8月29日,毎日、伊藤園かカゴメのこの手の１日分の野菜が摂取できるジュースを飲んでいます。伊藤園は人参が強め、カゴメはトマトが強めです。価格や気分によって使い分けています。アマゾンさんはお安いので、いつも２４本まとめてかっています。
ありがとう,Myanna,5.0,2016年7月17日,いつも飲むお気に入りです。野菜が濃くて気に入ってます。トマトが好きな方にいいと思います。
野菜嫌いのGGにはもってこい,よっちゃん,4.0,2012年9月16日,野菜はキャベツの千切りか、レタス位しか食べないし、包丁を使うのが面倒なＧＧには、美味しく繊維食物を摂取する手段にもなる。
ヤッパリ伊藤園,Amazon カスタマー,5.0,2016年3月13日,今の私には欠かせない栄養補給の元定期的に購入したいですね
定期便,chiem,5.0,2016年3月12日,本元の伊藤園のサイトでは定期がないので・・・一日一本飲むようにしてるので助かってます
時々手軽に飲めるのがよい,はいはい,5.0,2016年7月2日,大変良い。時々手軽に飲めるのがよい。続けて利用したいです。GOOD
買いに行かなくても良い,ひろし,5.0,2016年3月1日,今までは、自転車でスーパーまで一箱毎に買いに行っていたのですが、重いため自転車のハンドルが不安定がちになり、なくなるとあめの日でも買いに行かなければなりませんでした。アマゾンさんに配達してもらうようになってからは、荷物が減ってらくらく運転できます。もっと早く気づけばよかった。
一人暮らしの息子へ,Amazon カスタマー,5.0,2015年11月24日,東京で一人暮らしをしている大学生の息子から要望もあり毎月送ってます。息子は何を食べてるか分からないし少しでも野菜をとれればと思います。親の心の子知らずですね。
子どもと,たるる,4.0,2012年12月14日,子どもと毎朝飲んでいます、野菜嫌いの子供には最適化と思います
飲みやすいので、また購入したいと思います,Amazon カスタマー,3.0,2016年5月20日,子供達の野菜不足に購入しました。これくらいの量が、飲み易くていいと言っていました
毎日飲むならまとめ買いはお得　その２,TOMO_O,5.0,2015年11月12日,前回は、アマゾンで、２４本で、１７７４円のときに買いました。今回は１６６０円のときに買いました。お得です。いつまでも安く買えますように。またよろしくお願いします。
キングオブキング,smile,4.0,2012年12月5日,珈琲じゃないし、お茶でもない～そんな時に飲んでいます。冷蔵庫の中に必ずあります。
野菜ジュースいろいろあるけど！,キャラメルりんご,5.0,2016年6月21日,伊藤園の野菜ジュースが断然美味しいです。毎日欠かさず飲んでます！
野菜不足解消,Amazon カスタマー,5.0,2016年6月14日,野菜不足解消してます。野菜不足に思ったら直ぐに飲めて常温保管してます。
１人暮らしの偏りがちな食生活に欠かせません,アリラ＝ポコテン,5.0,2013年8月18日,１人暮らしだと、つい外食やコンビニ弁当に頼ってしまうことが多く偏りがちな食生活になってしまいます。気休めのつもりで、いつも食事と一緒に本商品を摂っています。私は食事に苦手や好き嫌いはありませんので、本商品も抵抗なく飲んでいます。私は気にならないので良くは解りませんが、野菜の匂いとか味が苦手な方は気になるかもしれません。今までコンビニで単品で購入していたので割高でしたが、Amazonさんでまとめて割安に購入出来て助かります。この値段なら毎日飲んでも懐に優しいですね。２４本まとめ買いしても、小さな冷蔵庫にも楽々収納できるサイズで、丁度良いセットです。食品として気になる賞味期限は、毎回の購入で半年以上は余裕があります。
自宅配達で楽ちん,ウルトラのハハ,4.0,2021年8月26日,今迄は、店頭購入でした。味も値段も納得してましたが、まとめ買いすると重たいのが、難点でした。注文から商品受け取りまでスムーズで自宅配達で面倒も無く。健康の為に、まめに飲みたいと思います。
ありがたいです,ジョーイ,5.0,2016年2月7日,これの濃いバージョンのがあるとそっちを買いますが。家にたくさん置いとけると手軽に飲めていいですね。コンビニだと１本１００円こえちゃうし。
汚いお話に成りますが,Adam,3.0,2016年1月13日,飲み始める様に成ってから、家のトイレは水洗ですが沢山、蝿が飛び始める様に成り、飲むのを辞めてからはピタッと蝿がいなく成りました。
伊藤園の野菜ジュースは美味しい,なぬっ,5.0,2016年5月23日,栄養が取れているのかどうかはわからないけど、野菜ジュースが好きなので飲んでいる。
野菜,ダメな物はダメ,3.0,2015年10月10日,は、大切なのでこれ＋野菜食をとるようにしています。味も野菜嫌いな人でも、どうにか飲めるかな？
健康!,egu,4.0,2012年11月18日,単身赴任で外食が多く、血圧が高くなりましたが、最近毎朝飲むようにしたら、血圧も下がり体調も良く、健康な感じがします。味もクセが無く飲みやすいです。
１人暮らしの必需品,8423,5.0,2015年10月20日,外食やコンビニ弁当で済ますことが多いので、毎日１２本飲んでいます。最初の頃は、野菜ジュースの味に抵抗がありましたが、続けるうちに慣れました。結果としては、お通じが良くなったので今後も続けます。
自炊する人の必需品。,森川　博,4.0,2012年11月13日,やっぱ、カゴメかな、しかし高い、手ごろ感で見つけたのがこれ、伊藤園、本当にこれ一つで野菜不足が解消されるのかな、疑心暗鬼で飲んでます。
健康管理に,kaz,5.0,2016年5月17日,朝は食べないのでこのジュースで栄養補給しています。たまに二日分？の野菜をとることも、それくらい飲みやすく、いや・・美味しいです。
やわらかい甘みがあって濃厚で飲みやすい,Liba,5.0,2015年10月10日,様々なメーカーから同様のジュースが販売されていますが、自分にはこの伊藤園の野菜ジュースがぴったりです。苦味、えぐみがなくて、とても飲みやすい、まろやかです。
毎日飲むべきではない,xxx,2.0,2017年11月1日,顔の肌や手のひら足の裏が黄黒くなる。カロテンの過剰摂取によるものらしい。ネットで調べてみると他にも同じレビューを見たので事実なのだろう。
おすすめ,Amazon カスタマー,5.0,2016年5月1日,早い！美味しい！安い！とても良い！野菜嫌いなので、、おすすめ！
１日分の野菜,maboo,5.0,2016年5月3日,手頃な価格で購入出来るから、毎日飲み続けています。快調（腸）です。
一日分の野菜,川口満男,5.0,2015年10月4日,一日分の、野菜贈り物歳ました、おいしいと喜んでいました。荷物の状態は、よかったです。
健康的で満足,Amazon カスタマー,5.0,2016年5月1日,美味しいし安いし手軽だし、便利で重宝しています。満足しています。
伊藤園 1日分の野菜 (紙パック) 200ml×24本 ...,辻井健,5.0,2016年4月22日,ストローをもう少し長くしてほしい。いつもどうしても少し余ります。
飲みやすい,ふふふ,5.0,2016年1月6日,毎朝このジュース無しでは1日が始まらないくらい継続して飲んでいます。野菜100%、無塩でも味が良く飲みやすいです。
一人暮らし必須アイテム,surfmini,5.0,2012年5月19日,独身で一人暮らしをしています。なかなか、野菜だとか果物だとかを食べる機会がなく野菜を補充をするために、毎日飲んでいます。AMAZONで注文すると、一本あたり７０円ちょっとで購入できるので助かっています。味ですけれど、KAGOMEの同様の商品とくらべてにんじんベースかなって思います。ちなみに、KAGOMEのはトマトベースって感じ。にんじんベースだけあって、スラスラと飲める感じです。私のように、一人暮らしでなかなか野菜を取ることができない環境の人は是非、おすすめな商品です。
一人暮らしの、息子用に,自称平均的ユーザー,5.0,2016年1月2日,離れて暮らす大学生の息子用に、時折送っています。効果のほどはいまひとつわかりませんが、野菜が簡単に取れて便利だと思います。
価格的には、少し安い感があるが、農薬等の物質が少し心配です。,さくちゃん,3.0,2016年7月22日,普通、濃縮すれば、農薬等は濃くなると聞いていますが、どうなんでしょうか。
栄養補助として,Amazon カスタマー,5.0,2015年12月28日,伊藤園とカゴメの野菜ジュースにはとてもお世話になっています。栄養補助として一日100円以下なら安いものでしょう
毎日家族で飲んでいます,ロコ,5.0,2014年3月23日,日頃から野菜不足でせめてジュースだけでもとせっせとスーパーで買っていました。ですが４人分だとまとめて買ってもすぐ無くなってしまうのとたくさん買うと重いので困っていました。定期便で届けてもらえるので助かります。お味のほうも伊藤園さんの商品はどれも好きなのとサラサラしていて飲みやすいです。家族全員お通じが良くなりました。これからも毎日飲みます。
主な産地,F.Jack,5.0,2016年3月22日,気になる中国・韓国の野菜が使われておらず、アメリカやオーストラリア、ニュージーランド等が主な産地です
野菜不足だから。,もこもこ,5.0,2016年3月26日,野菜不足解消に良いです。玄関まで運んでいただけて助かります。
今日も笑顔,Amazon カスタマー,5.0,2015年9月4日,毎日　伊藤園の野菜ジュースを飲んで元気モリモリで頑張ってます( ｀ー')ノこれからも　飲み続けます。
野菜を食べる代わりに,mihota20,3.0,2013年10月17日,野菜ジュースといっても、にんじんが多いのか結構甘めで少々トロッとしています。ですので、野菜が苦手な子供でも比較的飲みやすいかと思います。私は青くささのある野菜ジュースの方が好みなのですが、値段と手軽さでこの伊藤園さんの野菜ジュースを購入し、毎日会社のお昼に青くさいのと伊藤園さんの野菜ジュースと交互に飲んでいます。ただ、後から知ったのですが、ｱﾏｿﾞﾝさんより近所のｽｰﾊﾟｰの安売りで安く購入できる事が多々あるので、運動を兼ねバックパックを背負ってまとめ買いしてます。水と同じく結構な重さなので、自分で運ぶ手間を省きたい方にとっては、ｱﾏｿﾞﾝさんで購入して家まで運んでもらいましょう。（天候の悪い日は特に「宅配」が魅力的な言葉に感じられます）
これ１本で…,Amazon カスタマー,5.0,2016年3月20日,“１日分の野菜”が手軽に摂れるので、仕事先での昼食時に飲んでます。味も同様の野菜ジュースに比べて酸味が強くなく美味しく飲めます。
美味しいよ,Amazon カスタマー,5.0,2016年3月19日,飲みやすい。体に効いてるか分からないけど食生活良くないから安心してます
まろやかで飲みやすい,くーにゃん,5.0,2014年3月13日,健康とダイエットのために医者にすすめられ毎日飲んでます。普通の野菜ジュースは砂糖が結構入ってるのと栄養が殆どないので、飲む意味がないそうです。100%系野菜ジュースの酸味が苦手なのですが、こちらはまろやかで飲みやすいです。甘くないので、職場でお弁当など食べながら飲んでも邪魔になりません。風邪が長引いた時、この商品を3本一気に飲んだら(飲み過ぎ…)すぐ直ったので、しっかり栄養は入ってると思います。他社で同じような商品がありますが、そちらは中国野菜の使用が多かった記憶があり、また、酸味の強い味が好みでないのでこちらの商品を愛飲しています。
商品について,基之,5.0,2016年3月14日,野菜の取り方が、少ない私にとって、この商品はたいそう助かります。味も美味しいし、楽しみです。
美味しい,Amazon カスタマー,5.0,2015年12月4日,カゴメの野菜ジュースはトマト味が強いので、伊藤園のほうがクセがなくて好きです。すっきりしており飲みやすいです。
美味しい,M男３,5.0,2016年3月10日,普通に美味しいです。ただ、１日分の野菜をとった効果とかは全く感じないです（笑
美味しい,Amazon カスタマー,5.0,2015年12月4日,美味しい 毎日3本飲んで体調万全です。トマトジュースも、いいね！
ムスタシュ.K,ムスタシュ健じいじ,5.0,2016年3月3日,糖尿病教室で紹介されて以来、飲むようになりました。Amazonで安く購入でき助かっています。ありがとうございました。
一日の野菜摂取できない方の補助飲料。,星一番,5.0,2013年4月2日,毎日食べてるけど、何か足りない、そうだ野菜が取れてない。。どうしよう。今でしょう。。。そう、、今飲みましょう。。簡単に野菜系の栄養が取れる、２００ｍｌの栄養ドリンク。今取らずに、いつ取るの。。今しかないでしょ。。この伊藤園の１日分の野菜　２００ｍｌであなたも健康への第一歩を始めましょう。。今でしょ。。
飲みやすい！,めさん,5.0,2015年11月24日,KAGOMEのものより飲みやすいです！ずっとKAGOME飲んでましたが、乗り換えました。
うん不味い,ストライク,3.0,2016年2月21日,健康のためと割り切って購入して飲んでますが正直不味いとしか言えない。
野菜ジュース,Amazon カスタマー,5.0,2016年2月22日,ビタミンＣ・カルシウム・β‐カロチン・カリウム・マグネシウムのバランスも良く、砂糖・食塩不使用で、とても飲みやすく美味しいです。
安くて美味しい,Amazon カスタマー,5.0,2016年3月1日,美味しく飲みやすい商品でした。安いので、また購入したいと思います。
安定してます,まままあ,5.0,2016年3月1日,いつもかっていますが、やすくてとてもたすかります。またこうにゅうします
毎日の健康維持にお薦めします！,まことの父さん,5.0,2015年11月8日,栄養もしっかり摂れるので、毎日の健康維持にお薦めします！味も飲みやすくていいです！
美味しい様です。,キタ爺,5.0,2016年2月22日,野菜嫌いの息子が野菜不足が原因の病にかかりアマゾンさんより定期購入して送って居ます、先日メールが来て美味しいと書いて有りましたので気に入ったようです、暫く送り続ける予定です。
良いです,Amazon カスタマー,5.0,2015年11月7日,定期で購入しています苦味や酸味か少なくとても飲みやすくて気に入っています
送料無料が決めて,Amazon カスタマー,3.0,2016年5月4日,満足。送料が無料ならばとても便利で大満足です。でないと魅力はない。
定期便で購入,Amazon カスタマー,5.0,2015年3月22日,自炊は苦手で、惣菜やコンビニ弁当を食べてます。野菜は殆ど食べないので、野菜不足でした。とても飲みやすく、美味しかったです。飲みにくかったら、定期便を断るつもりでしたが、続けられます。お値段もお手軽なので、試してみたはいかがでしょうか。
伊藤園の野菜ジュース,Amazon カスタマー,3.0,2016年5月10日,ハーブ味のようで美味しいけど、もっと薄味でもいいかもしれない。
継続利用中です,ゼフィルス２１,5.0,2015年10月15日,口に入れるものなので、最終的には味の好き嫌いで選ぶことになると思います。個人的には、クセがなく継続して飲める味だと思います。
美味しいです,ご飯大好き,5.0,2015年7月3日,おいしいです！安くて配達してくれてありがたいです！子供も主人も毎朝飲んでます！
健康のために,まぁこ,5.0,2016年1月24日,別居している実家の母に届けています。毎日美味しく飲んでいるようです。
手軽に食物繊維,パス,5.0,2015年3月12日,定期便で購入しています。お昼ご飯の時始めに飲みます。先ず食物繊維を取ってから食事を食べるようにしていますが、お昼は中々難しいので。効果は今のところわかりませんが、継続は力かな？
野菜不足を補う,ころころ,5.0,2015年10月7日,食事に野菜不足を感じる時、これを添えると落ち着く。伊藤園はトロトロと濃いめなのが好きだ。
かなり,pegasasu_61,5.0,2015年10月3日,良い感じに美味しくて割と安いですよ♪コスパ的にも良いって思います。
微妙,Amazon カスタマー,2.0,2018年2月28日,ちょっとだけトマトジュースに近い味。トマトジュースが苦手なので…
潰れて届いた,福助,1.0,2018年8月12日,潰れて届いた。飲む気にならない。酷い。しかも返品できないとか。今問い合わせ中。
手軽で美味しいです。」,ひーろ,5.0,2016年1月1日,カゴメとどちらにしようかと思っていたところ、書き込みにカゴメは葉物に中国製を使っているというコメントがあったので、伊藤園にしました。こちらは外国でもニュージーランドだそうです。食品は安全が第一ですからね。
美味しいですよ,Amazon カスタマー,5.0,2016年1月15日,安いし、美味しいですね。果物感が感じらないぶん、野菜をガツンと取ってる気がします。
手軽に野菜の栄養分を摂取できるのがいい,yama,5.0,2015年3月2日,スーパーなどで買うより安くていいですね。野菜がかなり不足しているので買いました。歯と顎が悪くあまり野菜を噛めないのでジュースだと摂取しやすいです。毎朝、朝食の前に必ず飲みます。肌の調子があまりよくなかったのですが、これを飲んでから肌の乾燥も良くなりました。
馬鹿にできない効果なのかも,おっさんゲーマー,5.0,2015年6月8日,口内炎のできやすい体質で月に2回くらいは口のどっかしらに口内炎ができてたんですが一日分の野菜を飲み始めてから半年、一度も口内炎ができません。よく野菜ジュースなど栄養が無いと言われたりしますが自分の場合は実際効果があったので馬鹿にしたもんでも無いなと思います。後、これは結構飲み易いです。
ヘルス！,Golden Wolf,5.0,2015年9月27日,一日分の野菜をしっかり取るような食生活はしていないので、健康のために定期便で購入しています。以前より少し体調がしっかりしたような気がします。
良かった,かおさん,5.0,2016年1月6日,主人の実家に送りました。家族みんなで飲んだようで良かったです。
お値打ち,Nori1,3.0,2016年3月13日,お値打ちですすすすすすすすすすすすすすすすすすすすすすすすすすすすーーーーーーーーーーーーーーーーーーーーー
朝早起きの方にお勧め,のぼちゃん,5.0,2015年6月11日,朝の食事が早いので胃腸の眠気覚ましに食事前に1本飲んでます。おかげで、朝食も美味しく、食後の胸やけもなくなりました。色々試しましたが、これが一番私には合っています。
普通に美味しい,Kindleのお客様,3.0,2016年2月29日,野菜嫌いで全然食べないので、定期でこれ頼んで毎日飲んでます。
毎日のように,pinoccio,3.0,2016年1月31日,野菜不足なので毎日欠かさず飲んでいます。味は飲みやすく問題ありません。
野菜不足で,鈴木　健,5.0,2015年12月24日,このところ忙しくて野菜不足だったので購入しました。市販のものより安価で購入できて良かったです。
バッチリ！,Amazon カスタマー,5.0,2015年9月9日,初めて飲んだけど、びっくりするくらい美味しかった！値段も安くて大満足しました(*^^*)
まとめ買いに◎,api,5.0,2015年9月7日,一人暮らしなので、まとめ買いして、野菜が足りてないと感じるときに重宝してます。アマゾンなら重くても玄関口まで郵送してくれるので◎
安く買えました,伸＿中,5.0,2015年5月23日,安く買えて助かりました。今は、定期購入をしています。便利で助かっています。
83才の母にプレゼント,Amazon カスタマー,5.0,2015年5月19日,飲みやすい量もちょうどよい。デザインが良く子供たちも喜んで飲んでもらえる。
伊藤園の1日分の野菜飲みやすくて　美味しいです,Amazon カスタマーkarami,5.0,2015年12月8日,飲みやすくて美味しいですかかくもてきとうでたいへんまんどくしています
満足です,miki,5.0,2015年12月7日,近所のどのお店よりも安くて、家まで配達していただけるので助かります。
美味しい、飲みやすいってレビューが多いけど,あああ,3.0,2015年10月14日,野菜嫌いな人にとってはかなり飲みにくい味。体のためにと思ってストローで直接喉の奥に流し込んで味を感じる前に流しこむ感じ決して果物ベースの普通の甘い野菜ジュースでは無い
マーチ,マーチ,5.0,2015年11月27日,思っていたより飲みやすかったです。野菜嫌いで、普段から野菜不足の私にはピッタリでした。毎朝、かかさず飲んでます。
独り暮らしを始めた息子に。,Sa～na,5.0,2015年11月13日,息子が就職で東京に行った時から送り続けています。もう５年位になりますが、今は結婚していて息子のお嫁さんが「お母さんいつも有難うございます」と言ってくれます。何かホッコリしています。
野菜で元気,vivianne,5.0,2015年11月11日,濃厚なんだけど、野菜臭さがなく飲みやすい。野菜取ってるって感じです。
会社の出勤日の朝には,鷹森和泉,5.0,2014年12月31日,ほぼ毎日飲んでいます。リピーターです。というか、定期購入者です。味は、トマトです。子供はたぶん好まない、ビタミンＣバリバリの酸っぱさです。ちなみに私は柑橘系の酸っぱさが苦手ですので、好きな人には普通だと思われます。それでも飲んでいるのは、朝に飲むと頭がスッキリするからです。飲まない日、もしくは午後に飲むより、朝一番に飲んだ方が、体の方も調子が良いような気がします。ビタミンも失われると解っていても、煙草はやめられない私には、積極的に普通より多くのビタミンを摂るようにしている私には、頭も体も調子のよいお得感を感じて飲んでいます。
毎日のんでも飽きない,BOBBOBBOB,5.0,2015年7月27日,素材感溢れる味で毎日飲んでも飽きない。妻も気に入っているので、これを超える野菜ジュースが出るまでは、これで固定。
美味しいです,Manbow,5.0,2015年7月23日,美味しいので、毎日、飲み続けられます。もう10年近く飲んでいます。
コンパクとで飲みやすかった野菜ジュース,笠井　ふみ子,5.0,2014年9月11日,野菜ジュース一日一本飲んだら体調が良かったです。後、お風呂上りにも、飲むようしました。最低一日、一本飲むように、しています。子供たちにも、すぐにのめるから人気でした。
コストパフォーマンスは良い！,千里太郎,5.0,2014年12月18日,同じ物なら、安い方が一番！毎日飲むものだから、コストパフォーマンスを一番に考えました。無くなる前に届き、面倒な発注も不必要な、定期購入がお薦めです。
１本５８円は安いと思います＾＾♪,Amazon カスタマー,5.0,2015年3月20日,毎日夫婦で頂いています＾＾♪家まで届けていただき感謝しています。もっと安く・・・５８円ですから・・・。
食事制限,ポテト,5.0,2015年10月23日,糖尿病の疑いがあり、食事制限中なので便利で毎日飲んでいます。
本当かな？,愛ちゃん,5.0,2015年7月5日,母に頼まれて買いました。便秘に良いらしいですよ～ ？今まで便秘知らずと言っていた母ですがね～
安心して飲んでます,ハッチ,5.0,2015年3月23日,伊藤園の製品ですし、不足栄養の補給にいいです。買い物は重いので通販で他のも合わせ購入してます。
値段・内容・味から素晴らしいと思います。,シエシエ,5.0,2015年7月1日,他メーカーのトマトジュースが切れた時偶然にこれを飲みました。とても美味しいと思います。コスパも良いと思います。
ダイエットと健康のために,Its Aldrin Bitch,3.0,2015年8月1日,味はあまり好きじゃないけどダイエットと健康のために飲んでいます
野菜不足だったので,Amazon カスタマー,5.0,2014年11月11日,野菜不足だったので飲み始めました。すごくおいしいです私はこの味大好きです！おすすめです
リピです,猫背の黒猫,5.0,2014年11月5日,生野菜不足なので、せめてジュースでと思って購入しています。ほぼ毎朝飲んでいます。飲みやすくて美味しいジュースで、すっかりファンです。これからもよろしくねって感じです(笑)
大満足です。,ウーピョンピョン,5.0,2015年9月12日,毎日、欠かさず飲んでいます。とても体調が良いのは、これのおかげだと思います。
健康管理に,グッサンママ,5.0,2015年6月4日,会社の健康診断で、コレステロール云々いわれているので、毎朝の食事に添えて飲んでます。飲みやすい味と量です。
箱の大きさ、再検討ください！,うさぎ,3.0,2013年9月19日,野菜嫌いなので、一日一本飲むように、定期購読したけど、途中でどんどん溜まっていき、キャンセルしました。一度、外箱が雨で濡れて、ぐちゃぐちゃに…。中味と箱のサイズが全く合っていないのが問題だと思います。
野菜不足解消？,祝詞,5.0,2015年9月6日,どうしても野菜不足になりがちなので、仕事場に持って行って飲んでます。野菜が濃厚で味は好き嫌い別れるかと思います。
元気でやってる？,Q,5.0,2014年10月25日,離れて住んでいる子どもに毎月送っています。毎月余っていないことでちゃんと健康に気遣ってることを親ばかながら確認してます！野菜ジュースだけで健康になれるわけじゃないけどね(^^ゞ
夏のお中元に・・・。,MBZ,5.0,2015年9月2日,夏のお中元に遠方にお住まいの友人に送りました。遠方なので配送料無料は助かります。夏バテ気味のお身体をサポするにもよい商品ではないのかと思いご利用させていただきました。
野菜不足のカバー,ペコ0825,5.0,2015年9月5日,此れが野菜パーセントととは思えない美味しさと、一回分の量としては十分で大満足している。　リピートする事になりそう…
１日分の野菜　350,yamakatsu,5.0,2015年5月24日,１日分の野菜　350毎朝食後に飲み、野菜を取ったことにしたいと思います。
飲みやすい,u-zan,5.0,2014年6月26日,健康診断で「もっと野菜をとりなさい、野菜ジュースでも大丈夫だよ」と言われたのでとりあえず買ってみました。どの程度効果があるのかはわかりませんが、飲みやすいので一日一本飲んでます。ちょくちょく値段が変わるので、無くなるちょっと前から色々と比較して一番安いのを買ってますがこれが安い事が多いです。
野菜不足の娘へ送りました。,みい,5.0,2014年10月22日,発送も迅速だったようで、感謝しております。スーパーで買うよりも安く、しかも届けていただけて便利な世の中です（笑）ありがとうございました★
美味しい！,Amazon カスタマー,5.0,2015年8月27日,やっぱり、どの野菜ジュースより美味しい！ドロッと系の野菜ジュースが苦手な方でも美味しく頂けるはずです。
みんな飲んでる１日分の野菜,notikubo,5.0,2015年8月24日,お試しで購入するが、値段と味に満足、すぐに定期購入に切替て今では知り合いにも薦めるまでに。すると「いつも飲んでるよ」との返事。あゝやっぱりみんな飲んでるですね。
飽きない,ぞうのみみ,5.0,2014年10月5日,いろいろな野菜ジュースを試してみて、サラッとしていて飲みやすいことと飽きない味でこれに決めました。２４本入りを２ケース毎月定期購入しています。３人家族なので、毎日飲むことは想定していない数ですが、ぴたぴたと毎日飲めるわけではないので　丁度いいです。私には、〇ごめ　の野菜ジュースはトマト感が濃すぎて風呂上りにストローでチューっと飲むにはいい感じだと思います。
普段の野菜不足を補うジュースならコレ,北斗星_,5.0,2014年10月6日,普段から野菜を食べる量が少ないので伊藤園 1日分の野菜で補っています。ニンジンジュースベースの味で飲みやすく、毎日飲んでも飽きないのがいいです。また内容もさることながら、1個あたりの価格もスーパーより安くて助かっています。
野菜ジュース,Ｋ．Ｍ,5.0,2015年7月28日,安くまとめ買いできて、たすかります。今後も利用しようと思います。
安い,saryu,5.0,2015年5月1日,単身赴任の主人にもたせました。よろこんでいましたよ 野菜不足の朝食にもってこいです
一日分の野菜は健康と食生活改善に良いです,和也,5.0,2014年2月12日,健康は大切ですから野菜を食べるのも必要だと思います。一日分の野菜は今の新パッケージになる前から飲んでもらっていますが価格的にも助かります。血液がどろどろになりやすい母のために毎日欠かさず飲んでもらっています。脳梗塞の兆候もあり、一度病院へと運ばれているので、その時から何年も毎日飲んでもらっています。一日分の野菜は健康と食生活の改善にとても良いと感じています。満足の５つ星です。
飲みやすくて美味しい,あさ,5.0,2015年4月20日,とてもサラッとしていて飲みやすい野菜ジュースです。１日1本飲んで野菜不足解消してます
気軽に野菜がとれてよい！,Amazon カスタマー,5.0,2015年4月18日,愛用しておりますどうしても１人暮らしをしていると、野菜が不足しがちなので。
メンディー,メンディ,5.0,2014年12月26日,毎日、飲んでいます。定期購入なので、いつも手元にある状態が、心強いです。ありがとうございました。
毎日、昼食時に,つぼやん,5.0,2014年12月18日,毎日、昼食時に職場で飲んでます。昼食で野菜をとるのが難しいので、これに頼ってます。体重は順調に絞れてきてます。
毎日飲んでます。,Mac大好き！,5.0,2015年7月9日,毎朝コンビニで買うのが億劫になってました。さらには価格も・・・・　なので、まとめて購入。　我が家では私だけしか飲まなかったのに、いつのまにか、家内もうおいしい美味しいと言って飲んでいます。　トマトの味が強いですね！
飲み飽きない,よしさん,5.0,2015年7月13日,毎日、昼食の時飲んでいます。飲み飽きないため、7年ぐらい続けて飲んでいます。
１日１パック,まぁ,5.0,2015年7月15日,飲みやすいし、水分補給にも便利。紙パックなのでゴミ出しも簡単。なので、定期購入しています。
スッキリとした味で野菜が摂れてます！,ゆきねぇ～,5.0,2015年6月23日,いろんな野菜ジュースを購入してますが、これが一番後味がすっきりとして気にいってますよっ！
蓋のアルミが口に入る,Amazon カスタマー,1.0,2019年3月2日,ストローを入れる際にかなりの確率で蓋のアルミがとれてしまい、ジュースと共に口に入ってくる。
父のため,ちはる,5.0,2015年6月22日,父の癌が見つかり、手術をし、胃の三分の二を切除しました。少しずつしか食べれないので、お試しで購入しました。
お手軽な朝食,サラマンダー,5.0,2014年11月18日,気付くと二年くらい定期購入してました。朝食代わりはもちろん、ウォッカやジンをこれで割っても美味しいです。今は運動後にプロテインも飲んでいるので一日一本まで。目立った効果が出るようなものでもないですがとりあえず健康維持できてます。昼食夕食でも出来るだけ野菜食べてますが、品目は偏りがちなので、不足分の補完に期待。
いつも注文！,Amazon カスタマー,5.0,2014年11月20日,無くなるといつも注文します！トマト好きには好みの味ですね！他の野菜ジュースより味が濃いのもいいです。
朝の最初に口にするもの！,Michael.W,5.0,2015年2月25日,朝忙しくもこれだけは何故か忘れずに飲みます。くせになっています。美味しいです。
野菜度,たんちゃん,3.0,2015年7月19日,従来、カゴメの1日分を飲用していたが価格が上がり目なのでこの品にかえてみたがやや飲み口が薄い感じです
近くのドラックストアーでもっと安いお店がありました。,Amazon カスタマー,3.0,2015年6月24日,近くのドラックストアーでもっと安いお店がありました。今後は検討します。
1日1本,sk,5.0,2015年2月19日,定期便で購入しています。毎朝1本飲んで野菜を取れない日の免罪符に・・・
栄養補給！,ショーン,5.0,2015年6月7日,サラダを持っていけない季節に重宝してます。毎日子供のお弁当に添えてます．
数値改善,AdminDiv,5.0,2014年11月1日,健康診断前に一月飲んだら肝臓の数値が大幅改善なんですが。もともと野菜も好きなのですがこちらは飲みやすいというか喉に引っかかる感じが少ない。カゴメの物と交互に頼んで飽きないよう続けています。
定期購入にメリットを,morgenmusik,3.0,2014年12月5日,毎月定期購入していますが商品の値段がスーパーより高いことが多くなり、最近は値段を見てﾊﾟｽしたり隔月に購入したりしています。商品はどこで買っても同じなのですが、定期購入のメリットがありません。
飲みやすい,大きく明るく尚元輝,5.0,2015年5月21日,さらっと飲みやすくかぞくぜんいんでのんでます。私は冷やさず飲むほうが甘みを感じて好きです。
身体のために購入しました,なむなむです,3.0,2015年1月19日,一日一本を飲もうと頑張っています。常温で飲んでいますが、栄養士さんに進められて、飲んでいます。
毎日１本,マンモス,3.0,2015年6月23日,今年この時代だからこういう飲み物、お茶など健康に気を使う飲み物おおはやり、もっともっと安ければいいのにな
とても美味しい,dragonforce,5.0,2015年5月3日,毎日でも飲みたくなる程の、美味しさの中毒性、これは本当に美味しい！！
